Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite_1,Chrome 94.0.4606.81,,,2021-10-25 15:18:36,2021-10-25 15:22:54,4m - 17.583s,PASSED
,,,,,,,
Test Cases/TestCase_1_Login,Chrome 94.0.4606.81,,,2021-10-25 15:18:37,2021-10-25 15:19:12,35.716s,PASSED
"openBrowser(""https://hfx-cadence.cs197.force.com/UnifiedSSO/CadenceApplicationLoginScreen?appcode=cos&langcode=en"")",Chrome 94.0.4606.81,,,2021-10-25 15:18:37,2021-10-25 15:18:46,8.795s,PASSED
"setText(findTestObject(""Login_OR/UserName_Field""), ""auto_swhostiduser1.en@cssotest.com"")",Chrome 94.0.4606.81,,,2021-10-25 15:18:46,2021-10-25 15:18:48,2.209s,PASSED
"setText(findTestObject(""Login_OR/Password_Field""), ""Cadence123"")",Chrome 94.0.4606.81,,,2021-10-25 15:18:48,2021-10-25 15:18:49,0.747s,PASSED
"click(findTestObject(""Login_OR/Login_Button_Field""))",Chrome 94.0.4606.81,,,2021-10-25 15:18:49,2021-10-25 15:19:07,17.895s,PASSED
"verifyElementPresent(findTestObject(""Login_OR/UserLogo""), 0)",Chrome 94.0.4606.81,,,2021-10-25 15:19:07,2021-10-25 15:19:12,5.536s,PASSED
,,,,,,,
Test Cases/TestCase_2_Dropdown/1_Verify_Default_Selected_Option,Chrome 94.0.4606.81,,,2021-10-25 15:19:12,2021-10-25 15:19:44,31.797s,PASSED
"callTestCase(findTestCase(""TestCase_1_Login""), [:], STOP_ON_FAILURE)",Chrome 94.0.4606.81,,,2021-10-25 15:19:13,2021-10-25 15:19:44,31.017s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Box_Position""), ""All Content"")",Chrome 94.0.4606.81,,,2021-10-25 15:19:44,2021-10-25 15:19:44,0.412s,PASSED
,,,,,,,
Test Cases/TestCase_2_Dropdown/2_Verify_AllOptions_Of_Dropdown,Chrome 94.0.4606.81,,,2021-10-25 15:19:44,2021-10-25 15:20:15,31.176s,PASSED
"callTestCase(findTestCase(""TestCase_1_Login""), [:], STOP_ON_FAILURE)",Chrome 94.0.4606.81,,,2021-10-25 15:19:45,2021-10-25 15:20:12,27.369s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Box_Position""))",Chrome 94.0.4606.81,,,2021-10-25 15:20:12,2021-10-25 15:20:12,0.387s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Item1_Position""), ""All"")",Chrome 94.0.4606.81,,,2021-10-25 15:20:12,2021-10-25 15:20:13,0.693s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Item2_Position""), ""All Content"")",Chrome 94.0.4606.81,,,2021-10-25 15:20:13,2021-10-25 15:20:13,0.366s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Item3_Position""), ""Product Manuals"")",Chrome 94.0.4606.81,,,2021-10-25 15:20:13,2021-10-25 15:20:14,0.396s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Item4_Position""), ""Articles and AppNotes"")",Chrome 94.0.4606.81,,,2021-10-25 15:20:14,2021-10-25 15:20:14,0.384s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Item5_Position""), ""Training Courses"")",Chrome 94.0.4606.81,,,2021-10-25 15:20:14,2021-10-25 15:20:15,0.393s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Item6_Position""), ""Community"")",Chrome 94.0.4606.81,,,2021-10-25 15:20:15,2021-10-25 15:20:15,0.390s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Item7_Position""), ""Cases"")",Chrome 94.0.4606.81,,,2021-10-25 15:20:15,2021-10-25 15:20:15,0.371s,PASSED
,,,,,,,
Test Cases/TestCase_2_Dropdown/3_Verify_Selection_Of_Alloptions,Chrome 94.0.4606.81,,,2021-10-25 15:20:15,2021-10-25 15:20:55,39.153s,PASSED
"callTestCase(findTestCase(""TestCase_1_Login""), [:], STOP_ON_FAILURE)",Chrome 94.0.4606.81,,,2021-10-25 15:20:16,2021-10-25 15:20:44,28.209s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Box_Position""))",Chrome 94.0.4606.81,,,2021-10-25 15:20:44,2021-10-25 15:20:44,0.440s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Item1_Position""))",Chrome 94.0.4606.81,,,2021-10-25 15:20:44,2021-10-25 15:20:45,0.743s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Box_Position""), ""All"")",Chrome 94.0.4606.81,,,2021-10-25 15:20:45,2021-10-25 15:20:46,0.583s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Box_Position""))",Chrome 94.0.4606.81,,,2021-10-25 15:20:46,2021-10-25 15:20:46,0.393s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Item2_Position""))",Chrome 94.0.4606.81,,,2021-10-25 15:20:46,2021-10-25 15:20:47,0.509s,PASSED
